,Date,PSX,PDR,VAR,AVG,VAR70,VAR85,VAR99
241,12/15/2020,68.25,0.015652977,0.001986203,-0.002062679,65.42690612513098,63.94838910082445,60.37055570380757
242,12/16/2020,67.290001,-0.014165782,0.001978598,-0.002112691,66.47245492013569,64.96820250311559,61.34481706369421
243,12/17/2020,67.169998,-0.001784963,0.001970456,-0.002111343,65.53496208941274,64.05375902905635,60.48127230714356
244,12/18/2020,66.849998,-0.004775416,0.001962409,-0.002122261,65.41861697689774,63.95096389206392,60.398255114289796
245,12/21/2020,66.489998,-0.005399743,0.001954443,-0.002135639,65.11527680671439,63.65092550665573,60.13584749881962
246,12/22/2020,67.510002,0.015224234,0.001947718,-0.00206507,64.76506842044792,63.31049876505396,59.807447862973014
247,12/23/2020,69.360001,0.027034582,0.001943247,-0.001947258,65.76362863896237,64.2954673937145,60.753053153806476
248,12/24/2020,68.730003,-0.009124518,0.001935619,-0.001976198,67.57808144697259,66.06967587951179,62.41290619664874
249,12/28/2020,69.330002,0.008691913,0.0019283,-0.001933354,66.95848263986319,65.46940153334923,61.858738349109245
250,12/29/2020,68.379997,-0.013797401,0.001921148,-0.001980811,67.54886445733925,66.04831915415095,62.39403180174777
251,12/30/2020,70.599998,0.031949776,0.001918062,-0.001845629,66.63124713407908,65.15190053615278,61.57099459928238
252,12/31/2020,69.940002,-0.009392356,0.001910676,-0.001875576,68.80962604542916,67.29141514180203,63.59135524141815
253,1/4/2021,69.879997,-0.000858318,0.001903128,-0.001871555,68.16277448781926,66.65668755797186,62.999697337550586
254,1/5/2021,71.75,0.026408412,0.001898772,-0.001760217,68.1055739973284,66.59301049544847,62.94646764364871
255,1/6/2021,71.220001,-0.007414163,0.00189145,-0.001782389,69.9349939387622,68.39262972829589,64.66379848167271
256,1/7/2021,71.860001,0.008946104,0.00188451,-0.001740481,69.4267733393969,67.9013907901412,64.19930433143968
257,1/8/2021,70.709999,-0.016132804,0.00187798,-0.001796482,70.0552892535592,68.52076789484919,64.78158977880994
258,1/11/2021,72.269997,0.021822072,0.001872855,-0.001704938,68.9331949720344,67.42291246202186,63.75646099567415
