,Date,COR,PDR,VAR,AVG,VAR70,VAR85,VAR99
0,1/2/2020,85.080002,,,,,,
1,1/3/2020,84.010002,-0.012656151,0.0,-0.012656151,,,
2,1/6/2020,85.239998,0.014534921,0.000184839,0.000939385,,,
3,1/7/2020,84.629997,-0.007182006,0.000137883,-0.001767745,,,
4,1/8/2020,85.449997,0.009642596,0.000127824,0.00108484,,,
5,1/9/2020,86.660004,0.014061088,0.0001292,0.00368009,,,
6,1/10/2020,87.040001,0.004375332,0.000107734,0.003795963,,,
7,1/13/2020,86.150002,-0.010277808,0.000116597,0.001785425,,,
8,1/14/2020,88.830002,0.030634467,0.000193052,0.005391555,,,
9,1/15/2020,91.370003,0.028192777,0.000222949,0.007925024,,,
10,1/16/2020,91.459999,0.000984477,0.00020499,0.007230969,,,
11,1/17/2020,91.059998,-0.004383099,0.000197502,0.006175145,,,
12,1/21/2020,91.25,0.002084385,0.000182322,0.005834248,,,
13,1/22/2020,92.029999,0.008511608,0.000168806,0.006040199,,,
14,1/23/2020,91.160004,-0.009498352,0.000172763,0.004930303,,,
15,1/24/2020,88.919998,-0.024879182,0.000216536,0.002943004,,,
16,1/27/2020,87.519997,-0.015869762,0.00022374,0.001767206,,,
17,1/28/2020,89.110001,0.018004268,0.000225175,0.002722327,,,
18,1/29/2020,89.860001,0.008381342,0.000214346,0.003036717,,,
19,1/30/2020,88.879997,-0.010965803,0.000212841,0.002299742,,,
20,1/31/2020,85.559998,-0.038069251,0.000279607,0.000281292,,,
21,2/3/2020,85.699997,0.00163493,0.000266376,0.000345751,,,
22,2/4/2020,88.089996,0.027506183,0.000286275,0.001580316,,,
23,2/5/2020,91.440002,0.037324068,0.000326962,0.003134393,,,
24,2/6/2020,92.480003,0.011309396,0.000316007,0.003475018,,,
25,2/7/2020,91.940002,-0.005856225,0.00030671,0.003101768,,,
26,2/10/2020,93.599998,0.01789415,0.000303006,0.003670706,,,
27,2/11/2020,94.57,0.010309939,0.000293355,0.003916603,,,
28,2/12/2020,95.779999,0.012713583,0.000285544,0.004230781,,,
29,2/13/2020,94.519997,-0.013242464,0.000285862,0.003628255,,,
30,2/14/2020,94.360001,-0.001694155,0.000277246,0.003450842,,,
31,2/18/2020,94.309998,-0.000530058,0.000268798,0.003322426,,,
32,2/19/2020,95.129997,0.008657138,0.000261259,0.003489135,,,
33,2/20/2020,96.529999,0.014609485,0.000256976,0.003826116,,,
34,2/21/2020,97.0,0.004857148,0.000249448,0.00385644,,,
35,2/24/2020,94.93,-0.021571201,0.000260267,0.003129936,,,
36,2/25/2020,92.93,-0.021293256,0.000269146,0.002451514,,,
37,2/26/2020,93.709999,0.008358375,0.000262789,0.002611159,,,
38,2/27/2020,86.589996,-0.079020607,0.000426621,0.000462955,,,
39,2/28/2020,84.32,-0.026565204,0.000433933,-0.000230075,,,
40,3/2/2020,87.160004,0.033126471,0.000450206,0.000603839,,,
41,3/3/2020,85.870003,-0.014910996,0.000444953,0.000225428,,,
42,3/4/2020,90.379997,0.051188411,0.000494725,0.001438832,,,
43,3/5/2020,86.970001,-0.038459728,0.00051938,0.000510959,,,
44,3/6/2020,85.809998,-0.013427717,0.000511891,0.000194171,,,
45,3/9/2020,83.269997,-0.030047222,0.000520387,-0.00047786,,,
46,3/10/2020,86.07,0.033072614,0.000533013,0.000251498,,,
47,3/11/2020,84.959999,-0.012980373,0.000525318,-3e-05,,,
48,3/12/2020,80.489998,-0.054047617,0.000573897,-0.001155398,,,
49,3/13/2020,90.0,0.111676742,0.0008167,0.001147299,,,
50,3/16/2020,80.5,-0.111552486,0.001049311,-0.001106697,,,
51,3/17/2020,89.5,0.105981441,0.001249187,0.000993071,,,
52,3/18/2020,84.970001,-0.05194036,0.001278012,-2.49e-05,,,
