,Date,DELL,PDR,VAR,AVG,VAR70,VAR85,VAR99
250,12/29/2020,36.239231,-0.018705023,0.001012806,0.001251569,36.34016971370144,35.752646438139024,34.32181865709714
251,12/30/2020,36.746071,0.013889047,0.001009404,0.001301918,35.6661480508278,35.08892992241793,33.67494151440025
252,12/31/2020,37.146477,0.010837627,0.001005758,0.001339758,36.166372016473645,35.5837355411499,34.1570527934101
253,1/4/2021,36.741005,-0.010975501,0.00100238,0.001291081,36.564004803695696,35.97495125327052,34.537733108952295
254,1/5/2021,37.232639,0.013292335,0.000998998,0.00133833,36.16614964800514,35.58650132570547,34.16150217858597
255,1/6/2021,37.541813,0.008269556,0.000995268,0.001365511,36.65233525287725,36.06202051511818,34.62395614758457
256,1/7/2021,38.692348,0.030186529,0.000994613,0.001478093,36.957011201123876,36.368406234614675,34.91713300283762
257,1/8/2021,39.138367,0.011461385,0.000991129,0.001516939,38.09426675041867,37.48415931154554,35.986309100665174
258,1/11/2021,38.332489,-0.020805426,0.000989211,0.001430418,38.53417353024088,37.921301627806045,36.41080058674647
259,1/12/2021,38.90015,0.014700293,0.000986069,0.001481653,37.74152936963843,37.13747074556508,35.65433362116192
260,1/13/2021,36.102383,-0.074639232,0.001004477,0.00118888,38.30239279444397,37.692929620378344,36.19162904624047
261,1/14/2021,37.126205,0.02796418,0.001003365,0.001291468,35.53329151940415,34.96061107736107,33.56415118073693
262,1/15/2021,37.638115,0.013694179,0.00100012,0.001338806,36.543277658304845,35.95403336885644,34.51892020158114
263,1/19/2021,37.942219,0.008047216,0.000996487,0.001364314,37.04798298877377,36.45549588651007,34.988862323745415
264,1/20/2021,39.052204,0.028834865,0.000995561,0.001468369,37.349116752146166,36.75054958389862,35.28224055925637
265,1/21/2021,38.976177,-0.001948702,0.000991848,0.001455474,38.44843875086456,37.8308694980736,36.328961362333544
