,Date,MSFT,PDR,VAR,AVG,VAR70,VAR85,VAR99
252,12/31/2020,222.419998,0.003332608,0.000767048,0.001291771,218.6865044462192,215.59924357672534,207.99997183035265
253,1/4/2021,217.690002,-0.021495436,0.00076606,0.001201703,219.42170640416896,216.33061649094356,208.7328982236056
254,1/5/2021,217.899994,0.000964173,0.000763044,0.001200767,214.72848249904658,211.6971507819557,204.29185219838635
255,1/6/2021,212.25,-0.026271389,0.000763,0.001093033,214.94851444739945,211.93499990811875,204.52756517356823
256,1/7/2021,218.289993,0.028059597,0.000762849,0.001198372,209.3401002217028,206.39885623764144,199.16870853562614
257,1/8/2021,219.619995,0.006074335,0.000759973,0.001217344,215.32954738590945,212.3061199959309,204.87784139656785
258,1/11/2021,217.490005,-0.009745862,0.000757491,0.001174851,216.64997117349822,213.6246528585417,206.17553269097365
259,1/12/2021,214.929993,-0.011840534,0.000755218,0.001124599,214.5342480441375,211.53315243576748,204.14419252427177
260,1/13/2021,216.339996,0.006538865,0.000752426,0.001145423,211.9984118766348,209.0392771756878,201.74285229894096
261,1/14/2021,213.020004,-0.015465149,0.000750596,0.001081781,213.41691821685828,210.44985636041332,203.09410721786747
262,1/15/2021,212.649994,-0.001738483,0.000747762,0.001071016,210.13228246284277,207.199072538256,199.9812940284817
263,1/19/2021,216.440002,0.017665789,0.000745961,0.001134114,209.76616679821427,206.84046433210526,199.65630465564428
264,1/20/2021,224.339996,0.035849358,0.000747683,0.001265612,213.52117267339818,210.55413971760376,203.2350862837915
265,1/21/2021,224.970001,0.002804324,0.000744871,0.001271418,221.33178060743793,218.26027936616646,210.7284298481069
266,1/22/2021,225.949997,0.004346658,0.000742106,0.001282979,221.9636828896297,218.882090036268,211.31846140017998
267,1/25/2021,229.529999,0.015720013,0.000740104,0.00133705,222.9409232811847,219.86206740924203,212.24844182388938
268,1/26/2021,232.330002,0.012125048,0.000737775,0.001377304,226.49467375413136,223.36276777482,215.66817955342336
